Cities,Abbr
"Luoyang, China",LYA
"Luozi, Zaire",LZI
"Lupin, NT [Lupin Airport], Canada",QQV
"Lusaka [Lusaka International Airport], Zambia",LUN
"Lusambo, Zaire",LBO
"Lusanga, Zaire",LUS
"Lusikisiki, South Africa",LUJ
"Lusk, WY [Lusk Municipal Airport], USA",LSK
"Luts'k, Volyn, Ukraine",UCK
"Luwuk, Indonesia",LUW
"Luxembourg [Findel], Luxembourg",LUX
"Luxi, China",LUM
"Luxor, Egypt",LXR
"Luzhou, Sichuan, China",LZO
"Luzon [Clark Field], Philippines",CRK
"Lviv (Lwow,Lvov), L'viv, Ukraine",LWO
"Lyall Harbour, BC, Canada",YAJ
"Lycksele, Sweden",LYC
"Lydd, United Kingdom",LYX
"Lynchburg, VA [Regional Airport/Preston Glenn Field], USA",LYH
"Lyndhurst, Queensland, Australia",LTP
"Lyndonville, VT [Caledonia County Airport], USA",LLX
"Lyneham, England [Lyneham RAF Station], United Kingdom",LYE
"Lynn Lake, MB [Lynn Lake Airport], Canada",YYL
"Lyon [Bron], France",LYN
"Lyon [Satolas], France",LYS
"Lyons, KS [Lyons-Rice County Municipal Airport], USA",LYO
"Lytton, BC [Lytton Airport], Canada",YLY
"M'Bala, Central African Republic",MMQ
"M'banza Congo, Angola",SSY
"Maan, Jordan",MPQ
"Maastricht [Zuid-Limburg], Netherlands",MST
"Mabaruma, Guyana",USI
"Mabuiag Island, Queensland, Australia",UBB
"Macae, RJ, Brazil",MEA
"Macanal, Colombia",NAD
"Macapa, PA, Brazil",MCP
"Macara [J. M. Velasco Ibarra], Ecuador",MRR
"Macas, Ecuador",XMS
"Macau (Macao), Macao",QMP
"MacDonald Downs, Australia",MNW
"Maceio, AL, Brazil",MCZ
"Macenta, Guinea",MCA
"Machala, Ecuador",MCH
"Machrihanish, Scotland [RAF Station], United Kingdom",GQJ
"Mackar Inlet, NT [Mackar Inlet Airport], Canada",YUU
"Mackay, Queensland, Australia",MKY
"Mackenzie, BC [Mackenzie Airport], Canada",YZY
"Mackinac Island, MI [Mackinac Island Airport], USA",MCD
"Macksville, KS [Smith Field], USA",MVH
"MacMillan Pass, YT [MacMillan Pass Aerodrome], Canada",XMP
"Macomb, IL [Macomb Municipal Airport], USA",MQB
"Macon, GA [Herbert Smart Downtown Airport], USA",MAC
"Macon, GA [Middle Georgia Regional Airport], USA",MCN
"Madaba, Jordan",QMD
"Madang, Papua New Guinea",MAG
"Madera, CA [Madera Municipal Airport], USA",MAE
"Madirovalo, Madagascar",WMV
"Madison, CT [Griswold Airport], USA",MPE
"Madison, IN [Madison Municipal Airport], USA",MDN
"Madison, MN [Madison-Lac Qui Parle County Airport], USA",DXX
"Madison, SD [Madison Municipal Airport], USA",XMD
"Madison, WI [Dane County Regional Airport-Truax Field], USA",MSN
"Madras [Meenambakkam], India",MAA
"Madras, OR [City-County Airport], USA",MDJ
"Madrid [Barajas], Spain",MAD
"Madrid [Torrejon Air Force Base], Spain",TOJ
"Madurai, India",IXM
"Mae Hong Son, Thailand",HGN
"Mae Sot, Thailand",MAQ
"Maewo, Vanuatu",MWF
"Mafeking, South Africa",MFK
"Mafeteng, South Africa",MFC
"Mafia Island, Tanzania",MFA
"Mafra, SC, Brazil",QMF
"Mafraq [King Hussein Air Base], Jordan",OMF
"Magadan, Magadan, Russia",GDX
"Maganja da Costa, Mozambique",MJS
"Maganque, Colombia",MGN
"Magdalena, Bolivia",MGD
"Magnitogorsk, Chelyabinsk, Russia",MQF
"Magnolia, AR [Magnolia Municipal Airport], USA",AGO
"Magwe, Myanmar",MWQ
"Mahajanga (Majunga) [Amborovy], Madagascar",MJN
"Mahanoro, Madagascar",VVB
"Mahdia, Guyana",MHA
"Mahe, Mahe Is. [Seychelles International Airport], Seychelles",SEZ
"Mahendranagar, Nepal",XMG
"Mahilyow (Mogilev), Mahiliow, Belarus",MVQ
"Mahon (Menorca), Balearic Islands, Spain",MAH
"Maiana, Kiribati",MNK
"Maicao, Colombia",MCJ
"Maiduguri, Nigeria",MIU
"Maikwak, Guyana",VEG
"Maimana, Afghanistan",MMZ
"Main Duck, ON, Canada",YDK
"Mainoru, Northern Territory, Australia",MIZ
"Maintirano, Madagascar",MXT
"Mainz, Germany",QMZ
"Maio, Maio, Cape Verde",MMO
"Maiquetia [Aeropuerto Internacional Simon Bolivar], Venezuela",MQV
"Mairiporu, SP, Brazil",QMC
"Maitland, New South Wales, Australia",MTL
"Maji, Ethiopia",MJI
"Majkin, Marshall Islands",MJE
"Majma, Saudi Arabia",MJH
"Majuro [Marshall Islands International Airport], Marshall Islands",MAJ
"Makabana, Congo",KMK
"Makale, Ethiopia",MQX
"Makemo, French Polynesia",MKP
"Makhachkala, Dagestan, Russia",MCX
"Makin, Kiribati",MTK
"Makini, Papua New Guinea",MPG
"Makkah, Morocco",QCA
"Makkovik, NF [Makkovik Airport], Canada",YFT
"Makkovik, NF, Canada",YMN
"Makokola, Malawi",CMK
"Makokou, Gabon",MKU
"Makoua, Congo",MKJ
"Makung, Taiwan",MZG
"Makurdi, Nigeria",MDI
"Mala Mala, South Africa",AAM
"Malabang, Philippines",MLP
"Malabo, Equatorial Guinea",SSG
"Malacca (Melaka) [Batu Ber], Malaysia",MKZ
"Malad City, ID [Malad City Airport], USA",MLD
"Malaga, Spain",AGP
"Malaimbandy, Madagascar",WML
"Malakal, Sudan",MAK
"Malalaua, Papua New Guinea",MLQ
"Malang, Indonesia",MLG
"Malange (Malanje), Angola",MEG
"Malargue, Argentina",LGS
"Malatupo, Panama",MPP
"Malatva, Turkey",MLX
"Malay, Philippines",MPH
"Malda, India",LDA
"Malden, MO [Malden Municipal Airport], USA",MAW
"Male, Hulule, Maldives",MLE
"Malekolon, Papua New Guinea",MKN
"Maliana, Indonesia",MPT
"Malindi, Kenya",MYD
"Mallacoota, Victoria, Australia",XMC
"Malmo [Hovercraft Harbour Terminal], Sweden",HMA
"Malmo [Malmo Harbour Heliport], Sweden",JMM
"Malmo [Sturup], Sweden",MMX
"Malmo, Sweden",MMA
"Maloelap [Maloelap Airport], Marshall Islands",MAV
"Malololailai, Fiji",PTF
"Malta [Luqa], Malta",MLA
"Malta, MT [Malta Airport], USA",MLK
"Mamai, Papua New Guinea",MAP
"Mamburao, Philippines",MBO
"Mamfe, Cameroon",MMF
"Mamitupo, Panama",MPI
"Mammoth Lakes, CA [Mammoth Lakes Airport], USA",MMH
"Mampikony, Madagascar",WMP
"Mamuju, Indonesia",MJU
"Man, Ivory Coast",MJC
"Mana, Fiji",MNF
"Manado [Sam Ratulangi], Indonesia",MDC
"Managua [Augusto Cesar Sandino], Nicaragua",MGA
"Manakara, Madagascar",WVK
"Mananara, Madagascar",WMR
"Manang, Nepal",NGX
"Mananjary, Madagascar",MNJ
"Manare, Papua New Guinea",MRM
"Manassas, VA [Municipal Airport/H. P. Davis Field], USA",MNZ
"Manatee, Belize",MZE
"Manaung, Burma",MGU
"Manaus, AM [Eduardo Gomes], Brazil",MAO
"Manchester, England [Ringway International Airport], United Kingdom",MAN
"Manchester, England [Woodford Aerodrome], United Kingdom",XXB
"Manchester, NH [Manchester Airport], USA",MHT
"Mandabe, Madagascar",WMD
"Mandalay, Myanmar",MDL
"Mandera, Kenya",NDE
"Mandeville, Jamaica",MVJ
"Mandji, Gabon",KMD
"Mandora, Western Australia, Australia",MQA
"Mandritsara, Madagascar",WMA
"Manea, Gabon",MGO
"Manetai, Papua New Guinea",MVI
"Manga, Solomon Islands",MGP
"Mangaia, Cook Islands",MGS
"Mangalore, India",IXE
"Mangareva, Gambier Islands, French Polynesia",GMR
"Mangochi, Malawi",MAI
"Mangole, Indonesia",MAL
"Mangrove Cay, Bahamas",MAY
"Mangunjaya, Indonesia",MJY
"Manhattan, KS [Manhattan Municipal Airport], USA",MHK
"Manicore, AM, Brazil",MNX
"Manihi, French Polynesia",XMH
"Manihiki Island, Cook Islands",MHX
"Manila [Ninoy Aquino International Airport], Philippines",MNL
"Manila, AR [Manila Municipal Airport], USA",MXA
"Manila, Philippines",SGL
"Maningrida, Northern Territory, Australia",MNG
"Manistee, MI [Manistee County-Blacker Airport], USA",MBL
"Manistique, MI [Schoolcraft County Airport], USA",ISQ
"Manitouwadge, ON [Manitouwadge Airport], Canada",YMG
"Manitowaning, ON [Manitowaning Aerodrome], Canada",YEM
"Manitowoc, WI [Manitowoc County Airport], USA",MTW
"Maniwaki, QC [Maniwaki Airport], Canada",YMW
"Manizales, Colombia",MZL
"Manja, Madagascar",MJA
"Manjimup, Western Australia, Australia",MJP
"Mankato, MN [Mankato Municipal Airport], USA",MKT
"Manley Hot Springs, AK [Manley Hot Springs Airport], USA",MLY
"Manners Creek, Northern Territory, Australia",MFP
"Mannheim, Germany",MHG
"Manokotak, AK [Manokotak Airport], USA",KMO
"Manokwari, Indonesia",MKW
"Manono, Zaire",MNO
"Mansa, Zambia",MNS
"Mansehra, Pakistan",HRA
"Mansfield, OH [Mansfield Lahm Municipal Airport], USA",MFD
"Mansion House, New Zealand",KWU
"Manston, England [Kent International Airport], United Kingdom",MSE
"Manta [Eloy Alfaro], Ecuador",MEC
"Manteo, NC [Dare County Regional Airport], USA",MEO
"Manti, UT [Manti-Ephraim Airport], USA",NTJ
"Manumu, Papua New Guinea",UUU
"Manus Island [Lorengau], Papua New Guinea",MAS
"Manville, NJ [Kupper Airport], USA",JVI
"Manzanillo [Playa de Oro], Mexico",ZLO
"Manzanillo, Cuba",MZO
"Manzini [Matasapha], Swaziland",MTS
"Mao, Chad",AMO
"Maota, Western Samoa",MXS
"Maple Bay, BC, Canada",YAQ
"Mapoda, Papua New Guinea",MPF
"Mapua, Papua New Guinea",MPU
"Maputo, Mozambique",MPM
"Maquinchao, Argentina",MQD
"Maquoketa, IA [Maquoketa Municipal Airport], USA",OQW
"Mar del Plata, Argentina",MDQ
"Mara Lodges, Kenya",MRE
"Maraba, PA, Brazil",MAB
"Maracaibo [La Chinita], Venezuela",MAR
"Maracay, Venezuela",MYC
"Maradi, Niger",MFQ
"Marakei, Kiribati",MZK
"Maramuni, Papua New Guinea",MWI
"Marana, AZ [Pinal Airpark], USA",MZJ
"Marathon, FL [Marathon Airport], USA",MTH
"Marathon, ON [Marathon Airport], Canada",YSP
"Marau, Solomon Islands",RUS
"Marawaka, Papua New Guinea",MWG
"Marbella, Spain",QRL
"Marble Bar, Western Australia, Australia",MBB
"Marble Canyon, AZ, USA",MYH
"Marcala, Honduras",MRJ
"Marco Island, FL [Marco Island Airport], USA",MRK
"Marcus Islands, Japan",MUS
"Mare, Loyalty Islands, New Caledonia",MEE
"Mareb, Yemen",MYN
"Mareeba, Queensland, Australia",HRJ
"Mareeba, Queensland, Australia",MRG
"Marfa, TX [Marfa Municipal Airport], USA",MRF
"Margaret River, Western Australia, Australia",MGV
"Margarina, Papua New Guinea",MGG
"Margarita Island, Venezuela",MRX
"Margate, South Africa",MGH
Margerita (Porlamarar) Venezuela,PMV
"Marguerite Bay, AK, USA",RTE
"Marianske Lazne, Czech Republic",MKA
"Maribor, Slovenia",MBX
"Marie Galante, Guadeloupe",GBJ
"Mariehamn (Maarianhamina), Finland",MHQ
"Marietta, GA [Atlanta Naval Air Station], USA",NCQ
"Marietta, GA [Cobb County Airport-McCollum Field], USA",RYY
"Marietta, GA [Dobbins Air Reserve Base], USA",MGE
"Marilia, SP, Brazil",MII
"Marina di Massa, Italy",QMM
"Marinduque, Philippines",MRQ
"Maringa, PR, Brazil",MGF
"Marion Downs, Queensland, Australia",MXD
"Marion, IL [Williamson County Regional Airport], USA",MWA
"Marion, IN [Marion Municipal Airport], USA",MZZ
"Marion, OH [Marion Municipal Airport], USA",MNN
"Maripasoula, Suriname",MPY
"Mariquita, Colombia",MQU
"Mariscal Estigarribia, Paraguay",ESG
"Mariupol (Zhdanov), Donets'k, Ukraine",MPW
"Marks, MS [Selfs Airport], USA",MMS
"Marla, South Australia, Australia",MRP
"Marlborough, MA, USA",MXG
"Marmul, Oman",OMM
"Maroantsetra, Madagascar",WMN
"Maron, Papua New Guinea",MNP
"Maroochydore (Sunshine Coast), Queensland, Australia",MCY
"Maroua [Salak], Cameroon",MVR
"Marqua, Northern Territory, Australia",MQE
"Marquette, MI [Marquette County Airport], USA",MQT
"Marrakech [Menara], Morocco",RAK
"Marree, South Australia, Australia",RRE
"Marromeu, Mozambique",RRM
"Marsa Brega, Libya",LMQ
"Marsa Matrum (Mersa Matruh), Egypt",MUH
"Marsabit, Kenya",RBT
"Marseille [Marignane-Provence], France",MRS
"Marsh Harbour, Abaco, Bahamas",MHH
"Marshall, AK [Marshall Airport], USA",MLL
"Marshall, MN [Marshall Municipal Airport-Ryan Field], USA",MML
"Marshall, MO [Marshall Memorial Municipal Airport], USA",MHL
"Marshall, TX [Harrison County Airport], USA",ASL
"Marshalltown, IA [Marshalltown Municipal Airport], USA",MIW
"Marshfield, WI [Marshfield Municipal Airport], USA",MFI
"Martha's Vineyard (Vineyard Haven), MA USA",MVY
"Martinsburg, WV USA",MRB
"Marudi, Sarawak, Malaysia",MUR
"Mary's Harbour, NF [Mary's Harbour Airport], Canada",YMH
"Mary, Mary, Turkmenistan",MYP
"Maryborough, Queensland, Australia",MBH
"Marysville, CA [Beale Air Force Base], USA",BAB
"Marysville, CA [Yuba County Airport], USA",MYV
"Maryville, MO [Maryville Memorial Airport], USA",EVU
"Masa, Papua New Guinea",MBV
"Masada, Israel",MTZ
"Masalembo, Indonesia",MSI
"Masamba, Indonesia",MXB
"Masasi, Tanzania",XMI
"Masbate, Philippines",MBT
"Mascara, Algeria",MUW
"Maseru [Moshoeshoe I International], Lesotho",MSU
"Mashad, Iran",MHD
"Masi Manimba, Zaire",MSM
"Masindi, Uganda",KCU
"Masirah, Oman",MSH
"Mason City, IA [Mason City Municipal Airport], USA",MCW
"Massawa, Eritrea",MSW
"Massena, NY [Massena International Airport-Richards Field], USA",MSS
"Massendjo, Congo",MSX
"Massett, BC [Massett Water Aerodrome], Canada",ZMT
"Masterton, New Zealand",MRO
"Mastic Point, Bahamas",MSK
"Masvingo, Zimbabwe",FTV
"Masvingo, Zimbabwe",MVZ
"Matadi, Zaire",MAT
"Matagami, QC [Matagami Airport], Canada",YNM
"Matagorda, TX [Matagorda Peninsula Airport], USA",MGI
"Mataiva, French Polynesia",MVT
"Matak, Indonesia",MWK
"Matam, Senegal",MAX
"Matamata, New Zealand",MTA
"Matamoros, Mexico",MAM
"Matane, QC [Matane Airport], Canada",YME
"Matanzas, Cuba",QMA
"Mataram [Selaparang], Indonesia",AMI
"Mati, Philippines",MXI
"Mato Grosso, MG, Brazil",MTG
"Matsaile, Lesotho",MSG
"Matsumoto, Japan",MMJ
"Matsuyama, Skikoku, Japan",MYJ
"Matthews Ridge, Guyana",MWJ
"Mattoon/Charleston, IL [Coles County Airport], USA",MTO
"Matupa, Brazil",MBK
"Maturin, Venezuela",MUN
"Mauke, Cook Islands",MUK
"Maulmyine (Moulmein), Myanmar",MNU
"Maumere, Indonesia",MOF
"Maun, Botswana",MUB
"Maupiti, Society Islands, French Polynesia",MAU
"Mauritius [Sir Seewoosagur Ramgoolam], Mauritius",MRU
"Maves, Brazil",MBZ
"Maxton, NC [Laurinburg-Maxton Airport], USA",MXE
"May Creek, AK [May Creek Airport], USA",MYK
"May River, Papua New Guinea",MRH
"Mayaguana, Mayaguana, Bahamas",MYG
"Mayaguez [Eugenio Maria de Hostos Airport], Puerto Rico",MAZ
"Mayajiqua, Cuba",MJG
"Mayfaah, Yemen",MFY
"Mayo, YT [Mayo Airport], Canada",YMA
"Mayoumba, Gabon",MYB
"Mayport, FL [Mayport Naval Air Station], USA",NRB
"Mazar i Sharif, Afghanistan",MZR
"Mazatlan [General Rafael Bueina], Mexico",MZT
"Mbabane, Swaziland",QMN
"Mbambanakira, Solomon Islands",MBU
"Mbandaka, Zaire",MDK
"Mbarara, Uganda",MBQ
"Mbeya, Tanzania",MBI
"Mbigou, Gabon",MBC
"Mboki, Central African Republic",MKI
"Mbout, Mauritania",MBR
"Mbuji-Mayi, Zaire",MJM
"McAlester, OK [McAlester Regional Airport], USA",MLC
"McAllen, TX [Miller International Airport], USA",MFE
"McArthur River, Northern Territory, Australia",MCV
"McCall, ID [McCall Airport], USA",MYL
"McCarthy, AK [McCarthy Airport], USA",MXY
"McComb, MS [McComb/Pike County/John E. Lewis Field], USA",MCB
"McCook, NE [McCook Municipal Airport], USA",MCK
"McCord, AK, USA",KMC
"McGrath, AK [McGrath Airport], USA",MCG
"McKinley Park, AK [McKinley National Park Airport], USA",MCL
"McMinnville, OR [McMinnville Municipal Airport], USA",MMV
"McMinnville, TN [Warren County Memorial Airport], USA",RNC
"McPherson, KS [McPherson Airport], USA",MPR
"McRae, GA [Telfair-Wheeler Airport], USA",MQW
"Meadow Lake, SK [Meadow Lake Airport], Canada",YLJ
"Meadville, PA [Port Meadville Airport], USA",MEJ
"Medan [Polonia], Indonesia",MES
"Medellin [Olaya Herrera], Colombia",MDE
"Medellin, Colombia",EOH
"Medford, OR [Medford-Jackson County Airport], USA",MFR
"Medford, WI [Taylor County Airport], USA",MDF
"Medfra, AK [Medfra Airport], USA",MDR
"Medicine Hat, AB [Medicine Hat Airport], Canada",YXH
"Medina (Madinah), Saudi Arabia",MED
"Medina, CA, USA",MND
"Medouneu, Gabon",MDV
"Meekatharra, Western Australia, Australia",MKR
"Megeve, France",MVV
"Meghauli, Nepal",MEY
"Mehamn, Norway",MEH
"Meixian, China",MXZ
"Mejit Island [Mejit Airport], Palau",MJB
"Mekambo, Gabon",MKB
"Mekane Salem, Ethiopia",MKS
"Meknes, Morocco",MEK
"Mekoryuk, AK [Mekoryuk Airport], USA",MYU
"Melangguane, Indonesia",MNA
"Melbourne, FL [Melbourne International Airport], USA",MLB
"Melbourne, Victoria [Essendon Airport], Australia",MEB
"Melbourne, Victoria [Melbourne Heliport], Australia",KAH
"Melbourne, Victoria [Tullamarine International Airport], Australia",MEL
"Melchor de Mencos, Guatemala",MCR
"Melfa, VA [Accomack County Airport], USA",MFV
"Melfi, Chad",MEF
"Melilla, Spanish Morocco",MLN
"Melinda, Belize",MDB
"Melo, Uruguay",MLZ
"Memanbetsu, Japan",MMB
"Memphis, TN [Memphis International Airport], USA",MEM
"Mena, Ethiopia",MZX
"Mende, France",MEN
"Mendez, Ecuador",MZD
"Mendi, Ethiopia",NDM
"Mendi, Papua New Guinea",MDU
"Mendoza [El Plumerillo], Argentina",MDZ
"Menominee, MI [Menominee-Marinette Twin County Airport], USA",MNM
"Menongue, Angola",SPP
"Merauke [Mopah], Indonesia",MKQ
"Merced, CA [Castle Air Force Base], USA",MER
"Merced, CA [Merced Municipal Airport/Macready Field], USA",MCE
"Mercedes, Argentina",MDX
"Mercury, NV [Desert Rock Airport], USA",DRA
"Merdey, Indonesia",RDE
"Meribel, France",MFX
"Merida [Lic. Manuel Crecencio Rejon], Mexico",MID
"Merida, Venezuela",MRD
"Meridian, MS [Key Field], USA",MEI
"Meridian, MS [Meridian Naval Air Station (McCain Field)], USA",NMM
"Meridian, MS USA",JYD
"Merimbula, New South Wales, Australia",MIM
"Merluna, Queensland, Australia",MLV
"Merowe, Sudan",MWE
"Merrill, WI [Merrill Municipal Airport], USA",RRL
"Merritt, BC, Canada",YMB
"Merry Island, BC, Canada",YMR
"Mersing, Malaysia",MEP
"Merty, South Australia, Australia",RTY
"Merville/Calonne, France",FQT
"Merzifon, Turkey",MZH
"Mesa, AZ [Falcon Field], USA",MSC
"Mesquite, TX [Phil L. Hudson Municipal Airport], USA",HQZ
"Messina, Italy",QME
"Messina, South Africa",MEZ
"Metekel, Ethiopia",MKD
"Metlakatla, AK [Metlakatla Airport], USA",MTM
"Metlakatla, AK [Metlakatla Airport], USA",WGQ
"Metter, GA [Metter Municipal Airport], USA",MHP
"Metz [Frescaty], France",MZM
"Metz/Nancy [Lorraine], France",ETZ
"Meulaboh, Indonesia",MEQ
"Mevang, Gabon",MVG
"Mexicali [General Rodolfo S. Taboada], Mexico",MXL
"Meyers Chuck, AK [Meyers Chuck Seaplane Base], USA",WMK
"Mfuwe, Zambia",MFU
"Miami, FL [Chalk Seaplane Base], USA",MPB
"Miami, FL [Dade-Collier Training and Transition Airport], USA",TNT
"Miami, FL [Kendall-Tamiami Executive Airport], USA",TMB
"Miami, FL [Miami Heliport], USA",JDM
"Miami, FL [Miami International Airport], USA",MIA
"Miami, FL [Opa Locka Airport], USA",OPF
"Miami, OK [Miami Municipal Airport], USA",MIO
"Miami/Fort Lauderdale/West Palm Beach, FL, USA",MFW
"Miandrivazo, Madagascar",ZVA
"Mianwali, Pakistan",MWD
"Michigan City, IN [Michigan City Airport], USA",MGC
"Middle Caicos, Turks & Caicos",MDS
"Middlemount, Queensland, Australia",MMM
"Middleton Island, AK [Middleton Island Airport], USA",MDO
"Middletown, OH [Hook Field Municipal Airport], USA",MWO
"Midland, ON [Huronia Airport], Canada",YEE
"Midland, TX [Midland Airpark], USA",MDD
"Midland/Odessa, TX [Midland International Airport], USA",MAF
Midway Islands,MDY
"Miele Mimbale, Gabon",GIM
"Mikkeli, Finland",MIK
"Mikonos, Greece",JMK
"Milano (Milan) [Linate], Italy",LIN
"Milano (Milan) [Malpensa], Italy",MXP
"Milano (Milan) [Metropolitan Area], Italy",MIL
"Milano [Segrate], Italy",SWK
"Mildenhall, England [Naval Air Facility], United Kingdom",GXH
"Mildenhall, United Kingdom",MHZ
"Mildura, Victoria, Australia",MQL
"Miles City, MT [Frank Wiley Field], USA",MLS
"Milford Sound, New Zealand",MFN
"Milford, UT [Milford Municipal Airport], USA",MLF
"Mili Island [Mili Airport], Marshall Islands",MIJ
"Milledgeville, GA [Baldwin County Airport], USA",MLJ
"Millicent, South Australia, Australia",MLR
"Millingimbi, Northern Territory, Australia",MGT
"Millington, TN [Memphis Naval Air Station], USA",NQA
"Millinocket, ME [Millinocket Municipal Airport], USA",MLT
"Millville, NJ [Millville Municipal Airport], USA",MIV
"Milos, Greece",MLO
"Milton Keynes, United Kingdom",KYN
"Milton, FL [Choctaw Naval Outlying Field], USA",NFJ
"Milton, FL [Whiting Field Navalk Air Station-North], USA",NSE
"Milwaukee, WI [General Mitchell International Airport], USA",MKE
"Milwaukee, WI [Lawrence J. Timmerman Airport], USA",MWC
"Minacu, Brazil",MQH
"Minaki, ON [Minaki Aerodrome], Canada",YMI
"Minalton, South Australia, Australia",XML
"Minami Daito Jima, Okinawa, Japan",MMD
"Minatitlan, Mexico",MTT
"Minchumina, AK [Minchumina Airport], USA",MHM
"Minden, NV [Douglas County Airport], USA",MEV
"Mindik, Papua New Guinea",MXK
"Mindiptana, Indonesia",MDP
"Mineral Wells, TX [Fort Wolter Army Air Field], USA",CWO
"Mineral Wells, TX [Mineral Wells Airport], USA",MWL
"Mineralniye Vody, Stavropol, Russia",MRV
"Miners Bay, BC, Canada",YAV
"Miners Lake, Australia",MRL
"Mingan, QC [Mingan Airport], Canada",YLP
"Minj, Papua New Guinea",MZN
"Minna, Nigeria",MXJ
"Minneapolis, MN [Crystal Airport], USA",MIC
"Minneapolis, MN [Downtown Heliport], USA",JDT
"Minneapolis, MN [Flying Cloud Airport], USA",FCM
"Minneapolis/St. Paul, MN USA",MSP
"Minneriya, Sri Lanka",MNH
"Minnipa, South Australia, Australia",MIN
"Minocqua/Woodruff, WI USA",ARV
"Minot, ND [Minot Air Force Base], USA",MIB
"Minot, ND [Minot International Airport], USA",MOT
"Minsk, Minsk [Loshitsa], Belarus",MSQ
"Minto, AK [Minto Airport], USA",MNT
"Minvoul, Gabon",MVX
"Miquelon, St. Pierre & Miquelon",MQC
"Miracema do Norte, GO, Brazil",NTM
"Miraflores, Colombia",MFS
"Miramar, Argentina",MJR
"Miranda Downs, Queensland, Australia",MWY
"Mirgorod, Poltava, Ukraine",MXR
"Miri, Sarawak, Malaysia",MYY
"Miriti, Colombia",MIX
"Mirnyy, Yakutia-Sakha, Russia",MJZ
"Mirpur Khas, Pakistan",MPD
"Mirpur, Pakistan",QML
"Misawa, Japan",MSJ
"Misima, Papua New Guinea",MIS
"Miskolc, Hungary",MCQ
"Missoula, MT [Missoula International Airport], USA",MSO
"Misurata, Libya",MRA
"Mitchell Plateau, Australia",MIH
"Mitchell River, Australia",MXQ
"Mitchell, Queensland, Australia",MTQ
"Mitchell, SD [Mitchell Municipal Airport], USA",MHE
"Mitiaro, Cook Islands",MOI
"Mitspeh Ramona, Israel",MIP
"Mitu, Colombia",MVP
"Mitzic, Gabon",MZC
"Miyake Jima, Japan",MYE
"Miyako Jima, Ryuku, Japan",MMY
"Miyanmin, Papua New Guinea",MPX
"Miyazaki, Japan",KMI
"Mizan Teferi, Ethiopia",MTF
"Mkambati, South Africa",MBM
"Mkuze, South Africa",MZQ
"Mmabatho, Bophuthatswana [International], South Africa",MBD
"Mo i Rana [Rossvoll], Norway",MQN
"Moa, Cuba",MOA
"Moab, UT [Canyonlands Field], USA",CNY
"Moabi, Gabon",MGX
"Moala, Fiji",MFJ
"Moanamani, Indonesia",ONI
"Moanda, Gabon",MFF
"Moanda, Zaire",MNB
"Moba, Zaire",BDV
"Moberly, MO [Omar N. Bradley Airport], USA",MBY
"Mobile, AL [Bates Field], USA",MOB
"Mobile, AL [Mobile Downtown Airport], USA",BFM
"Mobridge, SD [Mobridge Municipal Airport], USA",MBG
"Mocimboa da Praia, Mozambique",MZB
"Mococa, SP, Brazil",QOA
"Modesto, CA [County Airport-Harry Sham Field], USA",MOD
