Cities	Countries	Abbr	
Northway	 AK [Northway Airport]	ORT	
Norton	 KS [Norton Municipal Airport]	NRN	
Norwalk	 CT	ORQ	
Norway House	 MB [Norway House Airport]	YNE	
Norwich	 NY [Lt. Warren Eaton Airport]	OIC	
Norwich	 United Kingdom	NWI	
Norwood	 MA [Norwood Memorial Airport]	OWD	
Nosara Beach	 Costa Rica	NOB	
Nossi-Be [Fascene]	 Madagascar	NOS	
Notodden	 Norway	NTB	
Nouadhibou	 Mauritania	NDB	
Nouakchott	 Mauritania	NKC	
Noumea [La Tontouta]	 New Caledonia	NOU	
Noumea	 New Caledonia	GEA	
Nounae	 Burkina Faso	XNU	
Nova Iguacu	 RJ	QNV	
Nova Lamego	 Guinea Bissau	NEJ	
Nova Xavantina	 Brazil	NOK	
Novato	 CA [Gnoss Field]	NOT	
Novgorod	 Novgorod	NVR	
Novi Sad	 Yugoslavia	QND	
Novo Aripuana	 Brazil	NVP	
Novo Hamburgo	 RS	QHV	
Novokuznetsk	 Novokuznetsk	NOZ	
Novorossiysk	 Krasnodar	NOI	
Novosibirsk	 Novosibirsk [Tolmachevo]	OVB	
Novy Urengoy	 Russia	NUX	
Now Shahr	 Iran	IEN	
Nowata	 Papua New Guinea	NWT	
Nowra	 New South Wales	NOA	
Nowshahr	 Iran	NSH	
Nuernberg (Nurnberg	Nuremburg)	NUE	
Nueva Gerona	 Cuba	GER	
Nueva Guinea	 Nicaragua	NVG	
Nuevo Laredo [Quetzalcoati]	 Mexico	NLD	
Nuguria	 Papua New Guinea	NUG	
Nuiatoputapu	 Tonga	NPB	
Nuiqsut	 AK [Niuqsut Airport]	NUI	
Nuku'Alofa (Tongatapu) [Fua'Amotu]	 Tonga	TBU	
Nuku Hiva	 Marquesas Islands	NHV	
Nuku	 Papua New Guinea	UKU	
Nukus	 Karakalpakstan	NCU	
Nukutaveke	 French Polynesia	NUK	
Nulato	 AK [Nulato Airport]	NUL	
Nullagine	 Western Australia	NLL	
Nullarbor	 South Australia	NUR	
Numbulwar	 Northern Territory	NUB	
Numfoor	 Indonesia	FOO	
Nunapitchuk	 AK [Nunapitchuk Airport]	NUP	
Nunchia	 Colombia	NUH	
Nunukan	 Borneo	NNX	
Nuoro	 Italy	QNU	
Nuqui	 Colombia	NQU	
Nushki	 Pakistan	NHS	
Nutuve	 Papua New Guinea	NUT	
Nutwood Downs	 Northern Territory	UTD	
Nyack	 AK	ZNC	
Nyala	 Sudan	UYL	
Nyaung U	 Myanmar	NYU	
Nyeri	 Kenya	NYE	
Nykoping	 Sweden	NYO	
Nyngan	 New South Wales	NYN	
Nzoia	 Kenya	NZO	
O'Neill	 NE [The O'Neill Municipal Airport-J. L. Baker Field]	ONL	
Oachas Neck	 Lesotho	UNE	
Oak Harbor	 WA [Oak Harbor Air Park]	ODW	
Oak Harbor	 WA [Whidbey Island Naval Air Station] USA	NUW	
Oakey	 Queensland	OKY	
Oakham	 England [Cottesmore RAF Station]	OKH	
Oakland	 CA [Coliseum Street]	OBT	
Oakland	 CA [Metropolitan Oakland International Airport]	OAK	
Oakland	 CA [Oakland Convention Center Heliport]	JCE	
Oakland	 MD [Garrett County Airport]	ODM	
Oakley	 KS [Oakley Municipal Airport]	OEL	
Oaktown	 IN [Green Airport]	OTN	
Oamaru	 New Zealand	OAM	
Oaxaca [Xoxocotlan]	 Mexico	OAX	
Oban [Oban Heliport]	 United Kingdom	OHP	
Oban	 Queensland	OBA	
Oban	 United Kingdom	OBN	
Obano	 Indonesia	OBD	
Obbia	 Somalia	CMO	
Oberlin	 KS [Oberlin Municipal Airport]	OIN	
Oberpfaffenhofen [Dornier/DLR]	 Germany	OBF	
Obidos	 PA	OBI	
Obihiro	 Japan	OBO	
Obo	 Papua New Guinea	OBX	
Obock	 Djibouti	OBC	
Ocala	 FL [Ocala Municipal Airport (Jim Taylor Field)]	OCF	
Ocana	 Colombia	OCV	
Ocean City	 MD [Ocean City Municipal Airport]	OCE	
Ocean Falls	 BC [Ocean Falls Water Aerodrome]	ZOF	
Oceanic	 AK	OCI	
Oceanside	 CA [Oceanside Municipal Airport]	OCN	
Ocho Rios	 Jamaica	OCJ	
Oconto	 WI [Oconto Municipal Airport]	OCQ	
Ocussi	 Indonesia	OEC	
Oddor Meanchey	 Cambodia	OMY	
Odense [Beldringe]	 Denmark	ODE	
Odessa	 Odesa [Tsentrainy]	ODS	
Odienne	 Ivory Coast	KEO	
Odiham	 England [Odiham RAF Station]	ODH	
Oelwein	 IA [Oelwein Municipal Airport]	OLZ	
Oenpelli	 Northern Territory	OPI	
Oersta/Volda [Hovden]	 Norway	HOV	
Ofu Island [Ofu Airport]	 American Samoa	OFU	
Ogallala	 NE [Searle Field]	OGA	
Ogden	 UT [Hill Air Force Base]	HIF	
Ogden	 UT [Ogden-Hinckley Airport]	OGD	
Ogdensburg	 NY [Ogdensburg International Airport]	OGS	
Ogeranang	 Papua New Guinea	OGE	
Ogle	 Guyana	OGL	
Ogn	 Papua New Guinea	OPG	
Ogoki Post	 ON [Ogoki Post Aerodrome]	YOG	
Ohrid	 Macedonia	OHD	
Oiapoque	 AP	OYK	
Oil City	 PA [Splane Memorial Airport]	OIL	
Oita	 Japan	OIT	
Okaba	 Indonesia	OKQ	
Okaukuejo	 Namibia	OKF	
Okayama	 Japan	OKJ	
Okeechobee	 FL [Okeechobee County Airport]	OBE	
Oki Island	 Japan	OKI	
Okinawa	 Ryukyu Is. [Kadena Air Force Base]	DNA	
Okinawa	 Ryukyu Is.	OKA	
Okino Erabu	 Japan	OKE	
Oklahoma City	 OK [Downtown Airpark]	DWN	
Oklahoma City	 OK [Sundance Airpark]	HSD	
Oklahoma City	 OK [Tinker Air Force Base]	TIK	
Oklahoma City	 OK [Wiley Post Airport]	PWA	
Oklahoma City	 OK [Will Rogers World Airport]	OKC	
Okmulgee	 OK [Okmulgee Municipal Airport]	OKM	
Okondja	 Gabon	OKN	
Okoyo	 Congo	OKG	
Oksapmin	 Papua New Guinea	OKP	
Oksibil	 Indonesia	OKL	
Okushiri	 Japan	OIR	
Olafsfjordur	 Iceland	OFJ	
Olafsvik	 Iceland	OLI	
Olanchito	 Honduras	OAN	
Olathe	 KS/Kansas City	OJC	 USA
Olathe	 KS/Kansas City	JCI	 USA
Olbia	 Sardinia [Costa Smeralda]	OLB	
Old Crow	 YT [Old Crow Airport]	YOC	
Old Fort Bay	 QC	ZFB	
Old Harbor	 AK [Old Harbor Airport]	OLH	
Old Town	 ME [Dewitt Field/Old Town Municipal Airport]	OLD	
Olean	 NY [Olean Municipal Airport]	OLE	
Olga Bay	 AK [Olga Bay Seaplane Base]	KOY	
Olive Branch	 MS [Olive Branch Airport]	OLV	
Olney-Noble	 IL [Olney-Noble Airport]	OLY	
Olney	 TX [Olney Municipal Airport]	ONY	
Olomouc	 Czech Republic	OLO	
Olpoi	 Vanuatu	OLJ	
Olsobip	 Papua New Guinea	OLQ	
Olympia	 WA [Olympia Airport]	OLM	
Olympic Dam	 South Australia	OLP	
Omaha	 NE [Eppley Airfield]	OMA	
Omaha	 NE [Millard Airport]	MIQ	
Omaha	 NE [Offutt Air Force Base]	OFF	
Omak	 WA [Omak Airport]	OMK	
Omboue	 Gabon	OMB	
Omega	 Namibia	OMG	
Omkalai	 Papua New Guinea	OML	
Omora	 Papua New Guinea	OSE	
Omsk	 Omsk	OMS	
Omura	 Japan	OMJ	
Omyia	 Japan	QOM	
Ondangwa	 Namibia	OND	
One Hundred Eight Mile Ranch	 BC Canada	ZMH	
Oneonta	 NY [Oneonta Municipal Airport]	ONH	
Onepuso	 Solomon Islands	ONE	
Ongiva (Ondjiva) [Ngiva]	 Angola	VPE	
Onion Bay	 AK	ONN	
Ono I Lau	 Fiji	ONU	
Ononge	 Papua New Guinea	ONB	
Onotoa	 Kiribati	OOT	
Onslow	 Western Australia	ONS	
Ontario	 CA [Ontario Heliport]	JIO	
Ontario	 CA [Ontario International Airport]	ONT	
Ontario	 OR [Ontario Municipal Airport]	ONO	
Ontonagon	 MI [Ontonagon County Airport]	OGM	
Onundarfjordur [Ingjaldssandur]	 Iceland	HLO	
Oodnadatta	 South Australia	ODD	
Opelousas	 LA [St. Landry Parish Airport-Ahart Field]	OPL	
Open Bay	 Papua New Guinea	OPB	
Opuwa	 Namibia	OPW	
Oradea	 Romania	OMR	
Oral (Uralsk)	 West Kazakhstan	URA	
Oram	 Papua New Guinea	RAX	
Oran [Es Senia]	 Algeria	ORN	
Oran	 Argentina	ORA	
Orange County (Santa Ana)	 CA [John Wayne Airport] USA	SNA	
Orange County	 CA [Centerport Heliport]	JOC	
Orange Walk	 Belize	ORZ	
Orange	 CA [Choc Heliport]	JOR	
Orange	 MA [Orange Municipal Airport]	ORE	
Orange	 New South Wales	CUG	
Orange	 New South Wales	OAG	
Orangeburg	 SC [Orangeburg Municipal Airport]	OGB	
Oranjemund	 Namibia	OMD	
Orapa	 Botswana	ORP	
Orchid Beach	 Australia	OKB	
Orchid Island	 Taiwan	KYD	
Ord River	 Western Australia	ODR	
Ord	 NE [Evelyn Sharp Field]	ODX	
Ordu	 Turkey	QOR	
Orebro	 Sweden	ORB	
Orenburg	 Orenburg	REN	
Oria	 Papua New Guinea	OTY	
Orientos	 New South Wales	OXO	
Orinduik	 Guyana	ORJ	
Oristamo	 Italy	QOS	
Oriximina	 PA	ORX	
Orland	 Norway	OLA	
Orlando	 FL [Lake Buena Vista STOL]	DWS	
Orlando	 FL [Orlando Executive Airport]	ORL	
Orlando	 FL [Orlando International Airport]	MCO	
Ormara	 Pakistan	ORW	
Ormoc	 Philippines	OMC	
Ornskoldsvik	 Sweden	OER	
Orocue	 Colombia	ORC	
Oroville	 CA [Oroville Municipal Airport]	OVE	
Orpheus Island Resort	 Queensland	ORS	
Orsk	 Orenburg	OSW	
Ortonville	 MN [Ortonville Municipal-Martinson Field]	VVV	
Oruro	 Bolivia	ORU	
Osage Beach	 MO [Linn Creek-Grand Glaize Airport]	OSB	
Osaka [Itami Airport]	 Japan	ITM	
Osaka [Kansai Airport]	 Japan	KIX	
Osaka [Metropolitan Area]	 Japan	OSA	
Osan [Air Base]	 South Korea	OSN	
Osasco	 SP	QOC	
Osceola	 WI [L.O. Simenstad Municipal Airport]	OEO	
Oscoda	 MI [Oscoda-Wurtsmith Airport]	OSC	
Osh	 Osh	OSS	
Oshakati	 Namibia	OHI	
Oshawa	 ON [Oshawa Airport]	YOO	
Oshima Island	 Japan	OIM	
Oshkosh	 NE [Garden County Airport]	OKS	
Oshkosh	 WI [Wittman Regional Airport]	OSH	
Osijek	 Croatia	OSI	
Oskaloosa	 IA [Oskaloosa Municipal Airport]	OOA	
Oskarshamn	 Sweden	OSK	
Oskeman (Ust Kamenogorsk)	 East Kazakhstan	UKK	
Oslo [Fornebu]	 Norway	FBU	
Oslo [Gardermoen]	 Norway	GEN	
Oslo [Metropolitan Area]	 Norway	OSL	
Osmanabad	 India	OMN	
Osnabrueck (Osnabruck)	 Germany	ZPE	
Osorno	 Chile	ZOS	
Ostend (Oostende)	 Belgium	OST	
Ostersund [Froson Air Base]	 Sweden	OSD	
Ostrava [Mosnov]	 Czech Republic	OSR	
Otavia	 Namibia	OTV	
Otjiwarongo	 Namibia	OJW	
Ottawa	 KS [Ottawa Municipal Airport]	OWI	
Ottawa	 OH [Putnam County Airport]	OWX	
Ottawa	 ON [Macdonald-Cartier International Airport]	YOW	
Ottawa	 ON [Rockcliffe Airport]	YRO	
Otto	 NM	OTO	
Ottumwa	 IA [Ottumwa Industrial Airport]	OTM	
Otu	 Colombia	OTU	
Ouadda	 Central African Republic	ODA	
Ouaga	 Ivory Coast	OUC	
Ouagadougou	 Burkina Faso	OUA	
Ouahigouya	 Burkina Faso	OUG	
Ouanda Djalle	 Central African Republic	ODJ	
Ouango Fitini	 Ivory Coast	OFI	
Ouargla	 Algeria	OGX	
Ouarzazate	 Morocco	OZZ	
Oudomxay	 Laos	ODY	
Oudtshoorn	 South Africa	OUH	
Ouesso	 Congo	OUE	
Oujda [Les Anglades]	 Morocco	OUD	
Oulu	 Finland	OUL	
Ourinhos	 SP	OUS	
Outer Skerries	 Shetland Islands	OUK	
Outjo	 Namibia	OJO	
Ouvea (Uvea)	 Loyalty Islands	UVE	
Ouven	 Australia	OVN	
Ouyen	 Victoria	OYN	
Ouzinkie	 AK [Ouzinkie Airport]	KOZ	
Ovalle	 Chile	OVL	
Ovda [Eilat/International]	 Israel	VDA	
Oviedo/Aviles [Asturias]	 Spain	OVD	
Owatonna	 MN [Owatonna Municipal Airport]	OWA	
Owen Sound	 ON	YOS	
Owendo	 Gabon	OWE	
Owensboro	 KY [Owensboro-Daviess County Airport]	OWB	
Oxford House	 MB [Oxford House Airport]	YOH	
Oxford	 CT [Waterbury-Oxford Airport]	OXC	
Oxford	 England [Brize Norton Station]	BZZ	
Oxford	 England	OXF	
Oxford	 MS [University-Oxford Airport]	UOX	
Oxford	 NC [Henderson-Oxford Airport]	HNZ	
Oxford	 OH [Miami University Airport]	OXD	
Oxnard	 CA [Oxnard Airport]	OXR	
Oyem	 Gabon	OYE	
Ozamis City	 Philippines	OZC	
Ozona	 TX [Ozona Municipal Airport]	OZA	
Pa An	 Myanmar	PAA	
Paama	 Vanuatu	PBJ	
Pacific City	 OR [Pacific City State Airport]	PFC	
Pacific Harbour	 Fiji	PHR	
Pack Creek	 AK	PBK	
Padang [Tabing]	 Indonesia	PDG	
Paderborn/Lippstadt	 Germany	PAD	
Padova	 Italy	QPA	
Paducah	 KY [Barkley Regional Airport]	PAH	
Paf Warren	 AK	PFA	
Pagadian	 Philippines	PAG	
Page	 AZ [Page Municipal Airport]	PGA	
Pageland	 SC [Pageland Airport]	PYG	
Pago Pago	 Tutuila Island	PPG	
Pagosa Springs	 CO [Stevens Field]	PGO	
Pahokee	 FL [Palm Beach County Glades Airport]	PHK	
Paiela	 Papua New Guinea	PLE	
Pailin	 Cambodia	PAI	
Paimiut	 AK	PMU	
Painesville	 OH [Casement Airport]	PVZ	
Painter Creek	 AK	PCE	
Pakatoa Island	 New Zealand	PKL	
Pakokku	 Myanmar	PKK	
Pakotoa Island	 New Zealand	PKI	
Paksane	 Laos	PKS	
Pakse	 Laos	PKZ	
Pakuashipi	 QC	YIF	
Pakuba	 Uganda	PAF	
Pala	 Chad	PLF	
Palacios	 Honduras	PCH	
Palacios	 TX [Palacios Municipal Airport]	PSX	
Palanga	 Lithuania	PLQ	
Palangkaraya [Cilik Riwut]	 Indonesia	PKY	
Palanquero	 Colombia	PAL	
Palembang [Sultan Mahmud Badaruddin II]	 Indonesia	PLM	
Palenque	 Mexico	PQM	
Palermo	 Sicily [Punta Raisi]	PMO	
Palestine	 TX [Palestine Municipal Airport]	PSN	
Palibelo	 Indonesia	PBW	
Palm Island	 Queensland	PMK	
Palm Island	 St. Vincent and the Grenadines	PLI	
Palm Springs	 CA [Bermuda Dunes Airport]	UDD	
Palm Springs	 CA [Palm Springs Regional Airport]	PSP	
Palma de Mallorca	 Balearic Islands	PMI	
Palma	 Mozambique	LMZ	
Palmar	 Costa Rica	PMZ	
Palmares	 PE	QGK	
Palmarito	 Venezuela	PTM	
Palmas del Mar	 Puerto Rico	HPM	
Palmas	 PR	PMW	
Palmdale	 CA USA	PMD	
Palmer	 AK [Palmer Municipal Airport]	PAQ	
Palmer	 MA [Metropolitan Airport]	PMX	
Palmerston North	 New Zealand	PMR	
Palmia	 Mexico	PLL	
Palmyra	 Syria	PMS	
Palo Alto	 CA [Palo Alto Airport of Santa Clara County]	PAO	
Paloemeu	 Suriname	OEM	
Palu [Mutiara]	 Indonesia	PLW	
Pama	 Burkina Faso	XPA	
Pambwa	 Papua New Guinea	PAW	
Pamol	 Sabah	PAY	
Pampa	 TX [Perry Lefors Field]	PPA	
Pamplona	 Spain	PNA	
Panaji	 India	DBL	
Panama City [General Omar Torrijos Herrara]	 Panama	PTY	
Panama City [Paitilla-Marcos A. Gelabert]	 Panama	PAC	
Panama City	 FL [Panama City-Bay International Airport]	PFN	
Panama City	 FL [Tyndall Air Force Base]	PAM	
Panambi	 Brazil	QMB	
Pancevo	 Yugoslavia	QBG	
Pandie Pandie	 South Australia	PDE	
Pangia	 Papua New Guinea	PGN	
Pangkalanbuun	 Indonesia	PKN	
Pangkalpinang	 Indonesia	PGK	
Pangkor Island	 Malaysia	PKG	
Pangnirtung	 NT [Pangnirtung Airport]	YXP	
Pangoa	 Papua New Guinea	PGB	
Panguitch	 UT [Panguitch Municipal Airport]	PNU	
Panjgur	 Pakistan	PJG	
Pantelleria	 Pantelleria Island	PNL	
Pantnagar	 India	PGH	
Paonia	 CO [North Fork Valley Airport]	WPO	
Papa Stour	 Shetland Islands	PSV	
Papa Westray	 United Kingdom	PPW	
Papeete	 Tahiti	PPT	 French Polynesia
Paphos [International]	 Cyprus	PFO	
Papun	 Myanmar	PPU	
Para Chinar	 Pakistan	PAJ	
Paraburdoo	 Western Australia	PBO	
Paradise Island	 Paradise	PID	
Paradise River	 NF [Paradise River Aerodrome]	YDE	
Paragould	 AR [Kirk Field]	PGR	
Paraguana [Josefa Camejo]	 Venezuela	QQZ	
Parakou	 Benin	PKO	
Paramakatoi	 Guyana	PMT	
Paramaribo [Zorg en Hoop]	 Suriname	ORG	
Paran	 Papua New Guinea	PPX	
Parana [General Urquiza]	 Argentina	PRA	
Parana	 GO	PXA	
Paranagua	 PR	PNG	
Paranaiba	 MG	PBB	
Paranavai	 PR	PVI	
Paraparaumu	 New Zealand	PPQ	
Parasi	 Solomon Islands	PRS	
Paratebueno	 Colombia	EUO	
Pardoo	 Western Australia	PRD	
Parintins	 AM	PIN	
Paris [Charles de Gaulle]	 France	CDG	
Paris [Heliport]	 France	JDP	
Paris [La Defense Heliport]	 France	JPU	
Paris [Le Bourget]	 France	LBG	
Paris [Metropolian Area]	 France	PAR	
Paris [Orly]	 France	ORY	
Paris	 TN [Henry County Airport]	PHT	
Paris	 TX [Cox Field]	PRX	
Park Falls	 WI [Park Falls Municipal Airport]	PKF	
Park Rapids	 MN [Park Rapids Municipal Airport]	PKD	
Parkersburg	 WV [Wood County Airport-Gill Robb Wilson]	PKB	
Parkes	 New South Wales	PKE	
Parks	 AK [Parks Seaplane Base]	KPK	
Parma	 Italy	PMF	
Parmalba	 Brazil	PHB	
Parndana	 South Australia	PDN	
Paro	 Bhutan	PBH	
Paros	 Greece	PAS	
Parry Sound	 ON [Georgian Bay Aerodrome]	YPD	
Parsons	 KS [Tri-City Airport]	PPF	
Paruima	 Guyana	PRR	
Pasadena	 CA	JPD	
Pascagoula	 MS [Trent Lott International Airport]	PGL	
Pasco	 WA [Tri-Cities Airport]	PSC	
Pasighat	 India	IXT	
Pasir Pangarayan	 Indonesia	PPR	
Pasni	 Pakistan	PSI	
Paso Caballos	 Guatemala	PCG	
Paso de los Libres	 Argentina	AOL	
Paso Robles	 CA [Paso Robles Municipal Airport]	PRB	
Passo Fundo	 RS	PFB	
Passos	 Brazil	PSW	
Pastaza	 Ecuador	PTZ	
Pasto	 Colombia	PSO	
Paterson	 NJ [Lembo Heliport]	JPJ	
Pathankot	 India	IXP	
Patna	 India	PAT	
Pato Branco	 PR	PTO	
Patong Beach	 Thailand	PBS	
Patreksfjordur	 Iceland	PFJ	
Pattani	 Thailand	PAN	
Pattaya	 Thailand	PYX	
Patterson/Morgan City	 LA [Harry P. Williams Airport]	PTN	
Patuxent River	 MD [Patuxent River Naval Air Station] USA	NHK	
Pau [Pont Long Uzein]	 France	PUF	
Pauk	 Myanmar	PAU	
Paulatuk	 NT [Paulatuk Airport]	YPC	
Paulo Afonso	 BA	PAV	
Pauloff Harbor (Sanak Island)	 AK [Seaplane Base]	KPH	
Pavlodar	 Pavlodar	PWQ	
Pawi [Beles]	 Ethiopia	PWI	
Pawtucket/Smithfield	 RI [North Central State Airport]	SFZ	
Payan	 Colombia	PYN	
Paysandu	 Uruguay	PDU	
Payson	 AZ [Payson Airport]	PJB	
Paz de Ariporo	 Colombia	PZA	
Peace River	 AB [Peace River Airport]	YPE	
Peach Springs	 AZ [Grand Canyon Caverns Airport]	PGS	
Peachtree City	 GA USA	FFC	
Peawanuck	 ON [Peawanuck Airport]	YPO	
Peawanuck	 ON	YPV	
Pebane	 Mozambique	PEB	
Pecos	 TX [Pecos Municipal Airport]	PEQ	
Pedernales	 Venezuela	PDZ	
Pedro Bay	 AK [Pedro Bay Airport]	PDB	
Pedro Juan Caballero	 Paraguay	PJC	
Pehuajo [Comodoro Zanni]	 Argentina	PEH	
Pekanbaru [Simpang Tiga]	 Indonesia	PKU	
Pelaneng	 Lesotho	PEL	
Pelican	 AK [Pelican Seaplane Base]	PEC	
Pell City	 AL [St. Clair County Airport]	PLR	
Pellston	 MI [Pellston Regional Airport of Emmet County]	PLN	
Pelly Bay	 NT [Pelly Bay Airport]	YUF	
Pelly Bay	 NT [Pelly Bay Townsite Airport]	YBB	
Pelotas	 RS	PET	
Pemba (Porto Amelia)	 Mozambique	POL	
Pemba Island	 Tanzania	PMA	
Pembina	 ND [Pembina Municipal Airport]	PMB	
Pembroke	 ON [Pembroke Airport]	YTA	
Penang	 Peninsular [International]	PEN	
Pender Harbour	 BC [Pender Harbour Water Aerodrome]	YPT	
Pendleton	 OR [Pendleton Municipal Airport]	PDT	
Pendopo	 Indonesia	PDO	
Penneshaw	 South Australia	PEA	
Penong	 South Australia	PEY	
Penrhyn Island	 Cook Islands	PYE	
Pensacola	 FL [Ellyson Naval Air Station]	NDP	
Pensacola	 FL [Pensacola Naval Air Station] USA	NPA	
Pensacola	 FL [Pensacola Regional Airport]	PNS	
Pensacola	 FL [Saufley Field Naval Outlying Field]	NUN	
Penticton	 BC [Penticton Airport]	YYF	
Penza	 Penza	PEZ	
Penzance	 England [Penzance Heliport]	PZE	
Peoria	 IL [Greater Peoria Regional Airport]	PIA	
Peppimenarti	 Northern Territory	PEP	
Peraitepuys	 Venezuela	PPH	
Pereira [Matecana]	 Colombia	PEI	
Perigueux [Bassillac]	 France	PGX	
Perisher Valley	 New South Wales	QPV	
Perito Moreno	 Argentina	PMQ	
Perm	 Perm [Bolshesavino]	PEE	
Perpignan [Rivesaltes]	 France	PGF	
Perry Island	 AK [Perry Island Seaplane Base]	PYL	
Perry	 FL [Perry-Foley Airport]	FPY	
Perry	 IA [Perry Municipal Airport]	PRO	
Perryville	 AK [Perryville Airport]	KPV	
Persepolis	 Iran	WPS	
Perth	 Scotland	PSL	
Perth	 Western Australia	PER	
Peru	 IL USA	VYS	
Peru	 IN [Grissom Air Force Base]	GUS	
Perugia [S. Egidio]	 Italy	PEG	
Perwokerto	 Indonesia	PWL	
Pescara	 Italy	PSR	
Peshawar	 Pakistan	PEW	
Petawawa	 ON [Petawawa Airport]	YWA	
Peterborough	 ON [Peterborough Airport]	YPQ	
Petersburg	 AK [Petersburg Airport]	PSG	
Petersburg	 VA [Petersburg Municipal Airport]	PTB	
Petersburg	 WV [Grant County Airport]	PGC	
Petersburg/Fort Lee	 VA USA	FLE	
Petersons Point	 AK	PNF	
Petrolina	 PE	PNZ	
Petropavlovsk Kamchatskiy	 Kamchatka	PKC	
Petropavlovsk	 Kamchatka	PPK	
Petropolis	 RJ	QPE	
Petrozavodsk	 Karelia	PES	
Pevek	 Magadan	PWE	
Pforzheim	 Germany	UPF	
Phalaborwa	 South Africa	PHW	
Phan Rang	 Vietnam	PHA	
Phan Thiet	 Vietnam	PHH	
Phanom Sarakham	 Thailand	PMM	
Phaplu	 Nepal	PPL	
Philadelphia	 PA [Mustin ALF]	MUV	
Philadelphia	 PA [Northeast Philadelphia Airport]	PNE	
Philadelphia	 PA [Philadelphia International Airport]	PHL	
Philip	 SD [Philip Airport]	PHP	
Philipsburg	 PA [Mid-State Airport]	PSB	
Phillipsburg	 KS [Phillipsburg Municipal Airport]	PHG	
Phitsanulok	 Thailand	PHS	
Phnom Penh [Pochentong]	 Cambodia	PNH	
Phoenix	 AZ [Phoenix-Deer Valley Municipal Airport]	DVT	
Phoenix	 AZ [Phoenix Sky Harbor International Airport]	PHX	
Phrae	 Thailand	PRH	
Phu-Bon	 Vietnam	HBN	
Phu Quoc	 Vietnam	PQC	
Phu Vinh	 Vietnam	PHU	
Phuket	 Thailand	HKT	
Phuoclong	 Vietnam	VSO	
Picayune	 MS [Picayune Pearl River County Airport]	PCU	
Pickens	 SC [Pickens County Airport]	LQK	
Pickle Lake	 ON [Pickle Lake Airport]	YPL	
Pico Island	 Azores	PIX	
Picos	 PI	PCS	
Picton	 New Zealand	PCN	
Piedras Negras	 Mexico	PDS	
Pierre	 SD [Pierre Municipal Airport]	PIR	
Piestany	 Slovakia	PZY	
Pietermaritzburg	 South Africa	PZB	
Pietersburg	 South Africa	PTG	
Pijiguaos	 Venezuela	LPJ	
Pikangikum	 ON [Pikangikum Airport]	YPM	
Pikangikum	 ON [Pikangikum Water Aerodrome]	XPI	
Pilanesberg/Sun City	 South Africa	NTY	
Pilar	 Paraguay	PIL	
Pilot Point	 AK [Pilot Point Airport]	PIP	
Pilot Point	 AK [Ugashik Bay Airport]	UGB	
Pilot Station	 AK [Pilot Station Airport]	PQS	
Pimaga	 Papua New Guinea	PMP	
Pinar del Rio	 Cuba	QPD	
Pincher Creek	 AB [Pincher Creek Airport]	WPC	
Pinckneyville	 IL [Pinckneyville-Du Quoin Airport]	PJY	
Pindiu	 Papua New Guinea	PDI	
Pine Bluff	 AR [Grider Field]	PBF	
Pine Cay	 Turks & Caicos	PIC	
Pine Mountain	 GA [Callaway Gardens-Harris County Airport]	PIM	
Pine Point	 NT	YPP	
Pine Ridge	 SD [Pine Ridge Airport]	XPR	
Pinebelt	 MS	PIF	
Pinehouse Lake	 SK [Pinehouse Lake Airport]	ZPO	
Pinehurst/Southern Pines	 NC [Moore County Airport]	SOP	
Ping Tung	 Taiwan	PIW	
Pinheiro	 MA	PHI	
Pipestone	 MN [Pipestone Municipal Airport]	PQN	
Pipillipai	 Guyana	PIQ	
Pisa [Galilei (San Giusto)]	 Italy	PSA	
Pisco	 Peru	PIO	
Pitalito	 Colombia	PTX	
Pitinga	 Brazil	PIG	
Pitt Meadows	 BC [Pitt Meadows Airport]	YPK	
Pitts Town	 Bahamas	PWN	
Pittsburg	 KS [Atkinson Municipal Airport]	PTS	
Pittsburgh	 PA [Allegheny County Airport]	AGC	
Pittsburgh	 PA [Greater Pittsburgh International Airport]	PIT	
Pittsfield	 MA [Pittsfield Municipal Airport]	PSF	
Piura	 Peru	PIU	
Placerville	 CA [Placerville Airport]	PVF	
Plainview	 TX [Hale County Airport]	PVW	
Planadas	 Colombia	PLA	
Planeta Rica	 Colombia	PLC	
Plano	 TX [Dallas North Airport]	DNE	
Platinum	 AK [Platinum Airport]	PTU	
Plato	 Colombia	PLT	
Platteville	 WI [Grant County Airport]	PVB	
Plattsburgh	 NY [Clinton County Airport]	PLB	
Plattsburgh	 NY [Plattsburgh Air Force Base]	PBG	
Playa del Carmen	 Mexico	PCM	
Playa Samara	 Costa Rica	PLD	
Playon Chico	 Panama	PYC	
Pleasant Harbor	 AK	PTR	
Pleasanton	 CA [Camp Parks Heliport]	JBS	
Pleiku	 Vietnam	PXU	
Plentywood	 MT [Sher-Wood Airport]	PWD	
Plettenberg Bay	 South Africa	PBZ	
Pleven	 Bulgaria	PVN	
Plovdiv	 Bulgaria	PDV	
Plymouth	 England [Roborough Airport]	PLH	
Plymouth	 MA [Plymouth Municipal Airport]	PYM	
Po	 Burkina Faso	PUP	
Pocahontas	 IA [Pocahontas Municipal Airport]	POH	
Pocatello	 ID [Pocatello Municipal Airport]	PIH	
Pochutla	 Mexico	PUH	
Pocos de Caldas	 MG	POO	
Podor	 Senegal	POD	
Pogdorica (Titograd)	 Yugoslavia	TGD	
